SatNAME,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
1998-067PN              ,43638U,98067PN,20302.42646588,.00018861,00000-0,17566-3,0,9996,43638,51.6366,357.3738,0.0000719,147.1929,212.9112,15.67404280
1998-067PP              ,43639U,98067PP,20302.39472344,.00042564,00000-0,27755-3,0,9998,43639,51.6340,342.8492,0.0000427,131.4769,228.6267,15.75438804
STARS-ME                ,43640U,98067PQ,20302.48038704,.00025955,00000-0,21653-3,0,9994,43640,51.6351,351.6622,0.0002065,160.5745,199.5332,15.69883141
SAOCOM 1A               ,43641U,18076A,20302.81948954,.00000030,00000-0,10311-4,0,9998,43641,97.8884,127.0403,0.0001398,74.5287,285.6082,14.82152403
YAOGAN 32 A             ,43642U,18077A,20302.71698585,.00000027,00000-0,15337-4,0,9990,43642,98.1761,356.5122,0.0001755,100.0302,260.1095,14.59314064
YAOGAN 32 B             ,43643U,18077B,20302.78545649,.00000061,00000-0,22493-4,0,9999,43643,98.1760,356.5620,0.0001666,99.4859,260.6522,14.59314393
BEIDOU-3 M15            ,43647U,18078A,20302.41864419,-.00000111,00000-0,10000-3,0,9990,43647,55.2116,11.0663,0.0005502,340.1933,18.4879,1.86232828 
BEIDOU-3 M16            ,43648U,18078B,20299.62793355,-.00000120,00000-0,10000-3,0,9999,43648,55.2078,11.1702,0.0003227,348.6981,207.7959,1.86232069 
AEHF-4 (USA 288)        ,43651U,18079A,20302.46668500,.00000118,00000-0,00000+0,0,9995,43651,3.6117,311.3864,0.0004981,243.8419,220.1301,1.00265941 
HAIYANG-2B              ,43655U,18081A,20302.52426140,-.00000047,00000-0,-27932-5,0,9993,43655,99.3492,308.2986,0.0000676,14.6750,345.4423,13.79300711
COSMOS 2528             ,43657U,18082A,20302.75209240,-.00000075,00000-0,00000+0,0,9992,43657,67.1518,37.3635,0.0003992,258.4642,101.5994,13.96508265
CFOSAT                  ,43662U,18083A,20302.81702620,.00000658,00000-0,37308-4,0,9998,43662,97.4736,325.3932,0.0001265,87.3515,85.7056,15.16358416
CUBEBEL-1 (BSUSAT-1)    ,43666U,18083E,20302.76000432,.00001475,00000-0,74698-4,0,9999,43666,97.4815,327.8633,0.0013207,255.0798,227.2655,15.18517568
CHANGSHAGAOXIN (TY 4-01),43669U,18083H,20302.76916660,.00001133,00000-0,59897-4,0,9996,43669,97.4694,325.6567,0.0009206,248.4769,198.3771,15.17492841
GOSAT 2                 ,43672U,18084B,20302.76593662,-.00000010,00000-0,51253-5,0,9997,43672,97.8754,51.7324,0.0001332,95.3709,264.7657,14.84234336
KHALIFASAT              ,43676U,18084F,20302.85581113,.00000253,00000-0,32941-4,0,9999,43676,97.8868,57.5242,0.0017350,63.5589,296.7379,14.88915994
TEN-KOH                 ,43677U,18084G,20302.76525403,.00000214,00000-0,27791-4,0,9994,43677,97.8973,59.6189,0.0017410,80.0606,280.2576,14.90334873
DIWATA-2B               ,43678U,18084H,20302.76480756,.00000267,00000-0,32277-4,0,9999,43678,97.8984,61.2787,0.0011345,95.3845,264.8697,14.91663539
STARS-AO                ,43679U,18084J,20302.58200912,.00000274,00000-0,32513-4,0,9995,43679,97.9033,61.9640,0.0010532,103.2994,256.9400,14.92294035
AUTCUBE 2               ,43681U,18084K,20302.61579155,.00000546,00000-0,59675-4,0,9990,43681,97.9002,61.3512,0.0010885,97.3293,262.9163,14.91910272
BEIDOU-3 G1             ,43683U,18085A,20302.81161597,-.00000281,00000-0,00000+0,0,9992,43683,1.4868,248.4409,0.0004511,352.4516,228.9420,1.00274719 
COSMOS 2529 [GLONASS-M] ,43687U,18086A,20301.74138977,-.00000027,00000-0,00000-0,0,9993,43687,64.5174,262.6316,0.0012107,269.4897,243.5150,2.13102055 
METOP-C                 ,43689U,18087A,20302.75867342,.00000005,00000-0,22145-4,0,9996,43689,98.7215,0.4025,0.0001936,351.9422,8.1723,14.21479361
CICERO 10               ,43690U,18088A,20302.71159726,.00001709,00000-0,76308-4,0,9997,43690,85.0391,350.5120,0.0015048,172.4708,187.6762,15.20462396
NABEO-1 & KICK STAGE    ,43692U,18088C,20302.52421090,.00002190,00000-0,96212-4,0,9995,43692,85.0354,349.9713,0.0017598,155.2142,204.9949,15.21157466
IRVINE01                ,43693U,18088D,20302.53008925,.00003803,00000-0,15707-3,0,9996,43693,85.0363,348.8937,0.0018674,154.4312,205.7858,15.23495247
PROXIMA I               ,43694U,18088E,20302.48513575,.00001396,00000-0,58694-4,0,9991,43694,85.0333,348.8579,0.0020293,148.3207,211.9262,15.22206849
LEMUR-2-ZUPANSKI        ,43695U,18088F,20302.41573539,.00001999,00000-0,86487-4,0,9991,43695,85.0329,349.5983,0.0017600,169.5381,190.6231,15.21610282
PROXIMA II              ,43696U,18088G,20302.41750461,.00001382,00000-0,58094-4,0,9992,43696,85.0333,348.9077,0.0020323,148.4894,211.7571,15.22206990
LEMUR-2-CHANUSIAK       ,43697U,18088H,20302.45138564,.00001877,00000-0,79269-4,0,9997,43697,85.0397,349.6145,0.0017022,150.6295,209.5908,15.22399362
GSAT-29                 ,43698U,18089A,20302.43562900,.00000081,00000-0,00000-0,0,9991,43698,0.1115,98.2601,0.0002888,127.5892,23.2935,1.00272700 
ES'HAIL 2               ,43700U,18090A,20302.39910492,.00000140,00000-0,00000-0,0,9991,43700,0.0167,228.0343,0.0002011,9.9386,328.6816,1.00270871 
BEIDOU-3 M17            ,43706U,18093A,20302.16895744,-.00000055,00000-0,00000-0,0,9993,43706,54.5868,252.4159,0.0011392,270.2878,85.8608,1.86231794 
BEIDOU-3 M18            ,43707U,18093B,20302.57075749,-.00000054,00000-0,00000-0,0,9993,43707,54.5851,252.3919,0.0010164,289.5795,66.5977,1.86232058 
TIANZHI 1               ,43710U,18094A,20302.53912862,.00000624,00000-0,28869-4,0,9999,43710,97.4075,308.3227,0.0012587,301.2799,173.9195,15.23769202
SHIYAN 6 (SY-6)         ,43711U,18094B,20302.85847602,.00000530,00000-0,27586-4,0,9995,43711,97.4118,305.5994,0.0010983,307.9226,52.1016,15.20200315
TIANPING 1A             ,43712U,18094C,20302.82365406,.00001310,00000-0,56719-4,0,9997,43712,97.4073,308.6976,0.0011852,296.3957,146.1956,15.24140402
JIADING 1               ,43713U,18094D,20302.77148156,.00000893,00000-0,39591-4,0,9997,43713,97.4067,308.7560,0.0012864,301.2495,230.7743,15.24159705
TIANPING 1B             ,43714U,18094E,20302.85813605,.00000835,00000-0,37541-4,0,9994,43714,97.4077,308.6610,0.0011337,299.3139,110.5106,15.23859288
MOHAMMED VI-B           ,43717U,18095A,20302.44816844,.00000078,00000-0,18234-4,0,9998,43717,97.9466,12.3259,0.0001528,96.2066,263.9326,14.77082816
HYSIS                   ,43719U,18096A,20302.84846418,.00000141,00000-0,26126-4,0,9995,43719,97.8904,7.6078,0.0011240,149.4290,210.7565,14.78779785
HSAT                    ,43720U,18096B,20302.36702521,.00005385,00000-0,19189-3,0,9995,43720,97.4143,16.0228,0.0015658,17.9265,342.2524,15.29236100
FACSAT-1                ,43721U,18096C,20302.74965075,.00002709,00000-0,10270-3,0,9992,43721,97.4102,15.5488,0.0017740,17.4000,106.7940,15.27611447
CENTAURI-2              ,43722U,18096D,20302.76771817,.00003327,00000-0,12306-3,0,9993,43722,97.4120,15.9838,0.0017584,16.4944,343.6864,15.28269462
FLOCK 3R-9              ,43723U,18096E,20302.78924484,.00003949,00000-0,14041-3,0,9994,43723,97.4112,16.7756,0.0016849,15.3358,102.8685,15.29463132
FLOCK 3R-12             ,43724U,18096F,20302.16598935,.00002036,00000-0,73726-4,0,9997,43724,97.4125,16.1930,0.0017032,19.3228,340.8654,15.29450315
FLOCK 3R-11             ,43725U,18096G,20302.74176278,.00002037,00000-0,73753-4,0,9995,43725,97.4123,16.7804,0.0017013,17.4688,342.7134,15.29455963
FLOCK 3R-8              ,43727U,18096J,20302.78796941,.00002744,00000-0,98391-4,0,9996,43727,97.4136,16.9666,0.0017498,18.2784,341.9081,15.29449238
KEPLER-1 (CASE)         ,43729U,18096L,20302.47876839,.00003841,00000-0,13988-3,0,9996,43729,97.4135,16.3394,0.0018110,21.8908,338.3101,15.28676079
GLOBAL-1                ,43730U,18096M,20302.18099709,.00001520,00000-0,58836-4,0,9993,43730,97.4133,15.6448,0.0020069,23.9305,336.2863,15.27596036
LEMUR-2-ORZULAK         ,43731U,18096N,20302.46966733,.00003449,00000-0,12301-3,0,9993,43731,97.4146,16.8219,0.0020112,19.3195,340.8804,15.29399818
LEMUR-2-KOBYSZCZE       ,43732U,18096P,20302.47067489,.00003563,00000-0,12637-3,0,9994,43732,97.4153,17.0114,0.0020210,19.3197,340.8805,15.29553349
FLOCK 3R-4              ,43733U,18096Q,20302.77109119,.00002174,00000-0,78375-4,0,9994,43733,97.4113,17.0464,0.0020485,18.9245,103.0040,15.29453617
FLOCK 3R-3              ,43734U,18096R,20302.80435552,.00003406,00000-0,12123-3,0,9999,43734,97.4135,17.1528,0.0020975,17.3166,106.5072,15.29459787
FLOCK 3R-15             ,43736U,18096T,20302.41064824,.00003943,00000-0,14280-3,0,9990,43736,97.4140,16.5659,0.0021643,22.3000,337.9176,15.28773444
CICERO 8                ,43737U,18096U,20302.35866616,.00003653,00000-0,12795-3,0,9990,43737,97.4109,17.0489,0.0021800,22.0926,338.1249,15.29915086
INNOSAT-2               ,43738U,18096V,20302.78122913,.00005049,00000-0,16955-3,0,9996,43738,97.4145,18.5465,0.0023331,19.6773,107.4678,15.31059782
FLOCK 3R-10             ,43740U,18096X,20302.76130789,.00002121,00000-0,76684-4,0,9991,43740,97.4124,16.7665,0.0016800,16.6556,343.5232,15.29456006
FLOCK 3R-6              ,43741U,18096Y,20302.75737060,.00003200,00000-0,11424-3,0,9995,43741,97.4117,16.8645,0.0017714,17.5843,103.3980,15.29458925
FLOCK 3R-7              ,43742U,18096Z,20302.75059542,.00003112,00000-0,11122-3,0,9995,43742,97.4123,16.8721,0.0017364,17.3317,102.2393,15.29460814
REAKTOR HELLO WORLD     ,43743U,18096AA,20302.47204473,.00002020,00000-0,76996-4,0,9998,43743,97.4109,15.6158,0.0018240,23.0648,337.1406,15.27738179
HIBER-1                 ,43744U,18096AB,20302.48762191,.00003452,00000-0,12681-3,0,9996,43744,97.4136,16.1712,0.0018038,22.3755,337.8267,15.28463830
LEMUR-2-DULY            ,43745U,18096AC,20302.47071153,.00003580,00000-0,12668-3,0,9994,43745,97.4145,16.9671,0.0020043,18.8394,341.3584,15.29631277
LEMUR-2-VLADIMIR        ,43746U,18096AD,20302.49468770,.00003820,00000-0,13467-3,0,9997,43746,97.4145,17.0770,0.0020126,19.0260,341.1728,15.29704635
FLOCK 3R-1              ,43747U,18096AE,20302.31742102,.00002466,00000-0,88581-4,0,9998,43747,97.4138,16.6746,0.0020725,21.3144,338.8955,15.29444361
COSMOS 2530             ,43751U,18097A,20302.78308855,.00000015,00000-0,36674-4,0,9992,43751,82.5160,59.2965,0.0019210,203.0948,156.9276,12.42891209
COSMOS 2531             ,43752U,18097B,20302.72754331,.00000022,00000-0,84148-4,0,9998,43752,82.5203,59.6300,0.0016517,220.9439,139.0404,12.42896610
COSMOS 2532             ,43753U,18097C,20302.75644506,.00000249,00000-0,17261-2,0,9995,43753,82.5164,59.3354,0.0018160,221.9272,138.0418,12.42849234
MINXSS-2                ,43758U,18099A,20302.46130758,.00000435,00000-0,44066-4,0,9991,43758,97.6947,12.1536,0.0016926,104.3939,255.9162,14.95764535
SIRION PATHFINDER-2     ,43759U,18099B,20302.74410747,.00000461,00000-0,46875-4,0,9991,43759,97.6936,12.0448,0.0015793,98.7596,261.5416,14.95335782
ELYSIUM STAR 2 & LFF    ,43760U,18099C,20302.77835388,.00000451,00000-0,45436-4,0,9999,43760,97.6982,12.4199,0.0015289,101.8571,258.4355,14.95825995
2018-099D               ,43761U,18099D,20302.73623260,.00000068,00000-0,11384-4,0,9999,43761,97.6947,12.0954,0.0015809,105.0214,255.2759,14.95170601
STPSAT-5                ,43762U,18099E,20302.81942997,.00000813,00000-0,77301-4,0,9999,43762,97.6949,12.9451,0.0016007,105.9307,254.3679,14.96088671
POLAR SCOUT KODIAK      ,43764U,18099G,20302.80318718,.00000785,00000-0,73822-4,0,9990,43764,97.6949,13.3594,0.0017339,105.4246,254.8892,14.96622776
HAWK-A                  ,43765U,18099H,20302.82060113,.00001071,00000-0,10000-3,0,9993,43765,97.6905,12.7851,0.0016727,109.5436,250.7577,14.96154869
SPAWAR-CAL-O            ,43766U,18099J,20302.72974525,.00000315,00000-0,34042-4,0,9997,43766,97.6917,11.3565,0.0012799,103.2265,257.0376,14.94876840
CORVUS-BC 4             ,43767U,18099K,20302.73480047,.00000626,00000-0,62688-4,0,9992,43767,97.6913,11.2992,0.0013210,102.3690,257.8999,14.94778157
AISTECHSAT 2            ,43768U,18099L,20302.15915682,.00000360,00000-0,38352-4,0,9993,43768,97.6919,10.6928,0.0012990,103.9661,256.3005,14.94730729
FLOCK 3S-1              ,43769U,18099M,20302.77519725,.00000088,00000-0,13210-4,0,9993,43769,97.6907,11.3599,0.0015620,108.6895,251.6023,14.95060219
FOX-1CLIFF (AO-95)      ,43770U,18099N,20302.43138378,.00000353,00000-0,37378-4,0,9995,43770,97.6942,11.4120,0.0015998,111.2447,249.0484,14.95076475
2018-099P               ,43771U,18099P,20302.42064947,.00000812,00000-0,79099-4,0,9991,43771,97.6946,11.4393,0.0016109,111.5039,248.7901,14.95117474
RANGE-A                 ,43772U,18099Q,20302.70143510,.00000581,00000-0,57807-4,0,9993,43772,97.7015,12.3447,0.0015653,98.9418,261.3576,14.95296325
RANGE-B                 ,43773U,18099R,20302.75952068,.00000429,00000-0,44351-4,0,9996,43773,97.6881,11.2691,0.0015088,98.5678,261.7253,14.95033471
HIBER-2                 ,43774U,18099S,20302.76304364,.00000748,00000-0,73017-4,0,9993,43774,97.6988,12.2050,0.0014286,101.7303,258.5522,14.95280296
2018-099T               ,43775U,18099T,20302.43866659,-.00000061,00000-0,-32038-6,0,9998,43775,97.6945,11.6174,0.0016112,103.1470,257.1550,14.95125922
SPAWAR-CAL-R            ,43776U,18099U,20302.45239774,-.00000112,00000-0,-50157-5,0,9991,43776,97.6935,11.5641,0.0016084,103.3127,256.9888,14.95060081
LACMA ENOCH             ,43777U,18099V,20302.77785725,.00015041,00000-0,11586-2,0,9994,43777,97.7296,15.1952,0.0019827,116.2619,244.0646,15.01581622
SPAWAR-CAL-OR           ,43778U,18099W,20302.72200199,.00000359,00000-0,37814-4,0,9997,43778,97.6840,10.9690,0.0015401,107.0100,253.2809,14.95160669
2018-099X               ,43779U,18099X,20302.71421664,-.00000118,00000-0,-55365-5,0,9996,43779,97.6940,11.8502,0.0016070,102.3825,257.9196,14.95088400
MOVE-II                 ,43780U,18099Y,20302.74343051,.00001312,00000-0,12334-3,0,9996,43780,97.6947,12.0248,0.0015015,108.5285,251.7568,14.95534218
SNUSAT-2                ,43782U,18099AA,20302.77064394,.00000178,00000-0,21260-4,0,9999,43782,97.6937,12.0044,0.0014227,97.8178,262.4659,14.95337528
KAZSTSAT                ,43783U,18099AB,20302.76870627,-.00000039,00000-0,15763-5,0,9992,43783,97.7059,11.5645,0.0009896,98.4048,261.8294,14.93624494
SNUGLITE                ,43784U,18099AC,20302.79688711,.00000579,00000-0,57418-4,0,9997,43784,97.6898,11.8188,0.0016513,105.5559,254.7487,14.95440218
ORBWEAVER 2             ,43785U,18099AD,20302.76883259,.00000913,00000-0,86660-4,0,9992,43785,97.6925,11.9325,0.0015030,95.3752,264.9184,14.95881523
ITASAT 1                ,43786U,18099AE,20302.73322758,.00000560,00000-0,55783-4,0,9992,43786,97.6954,12.2230,0.0016619,104.9398,255.3665,14.95400809
KAZSCISAT-1             ,43787U,18099AF,20302.45212841,.00000360,00000-0,37392-4,0,9997,43787,97.6863,11.2501,0.0015510,103.3853,256.9098,14.95738100
FLOCK 3S-3              ,43788U,18099AG,20302.76848398,.00000274,00000-0,29886-4,0,9997,43788,97.6962,12.2341,0.0016404,105.5593,254.7440,14.95484296
EAGLET-I                ,43790U,18099AJ,20302.75827908,.00000739,00000-0,71303-4,0,9990,43790,97.6948,12.5611,0.0015060,108.0001,252.2863,14.95785988
CAPELLA-1               ,43791U,18099AK,20302.75661782,.00004634,00000-0,39333-3,0,9991,43791,97.7229,15.0784,0.0014430,106.5232,253.7576,14.98322947
ESEO                    ,43792U,18099AL,20302.77982242,-.00000267,00000-0,-18866-4,0,9990,43792,97.6916,12.3355,0.0014651,105.0273,255.2571,14.95636092
CSIM-FD                 ,43793U,18099AM,20302.78022602,.00000425,00000-0,42712-4,0,9998,43793,97.6924,12.4184,0.0014307,103.0072,257.2747,14.96189623
HAWK-B                  ,43794U,18099AN,20302.75408871,.00000771,00000-0,73407-4,0,9991,43794,97.6912,12.7205,0.0016675,109.1719,251.1309,14.96155087
ORBWEAVER 1             ,43795U,18099AP,20302.43358301,.00000947,00000-0,88363-4,0,9991,43795,97.6949,12.3816,0.0015005,106.6049,253.6821,14.96472443
THEA                    ,43796U,18099AQ,20302.77374428,.00000101,00000-0,14128-4,0,9997,43796,97.6941,12.7193,0.0016509,89.9499,270.3614,14.96069748
SKYSAT-C12              ,43797U,18099AR,20302.36641166,.00002153,00000-0,59593-4,0,9993,43797,97.2029,11.0836,0.0002068,126.0660,234.0777,15.38071399
ASTROCAST 0.1           ,43798U,18099AS,20302.73386644,.00000607,00000-0,59269-4,0,9994,43798,97.6942,12.6644,0.0013855,90.4822,269.7987,14.95931998
HAWK-C                  ,43799U,18099AT,20302.75391338,.00000773,00000-0,73630-4,0,9995,43799,97.6913,12.6376,0.0016592,108.9764,251.3257,14.96155260
ICEYE-X2                ,43800U,18099AU,20302.75007193,.00000570,00000-0,56694-4,0,9997,43800,97.6935,12.0195,0.0015863,101.4107,258.8905,14.95403132
2018-099AV              ,43801U,18099AV,20302.78673579,.00000400,00000-0,40920-4,0,9995,43801,97.6923,12.0310,0.0015862,96.8567,263.4456,14.95758585
SKYSAT-C13              ,43802U,18099AW,20302.43458687,.00001535,00000-0,50132-4,0,9995,43802,97.2343,11.1048,0.0002723,264.3734,95.7198,15.33249553
JY1SAT (JO-97)          ,43803U,18099AX,20302.46372776,.00000520,00000-0,51902-4,0,9992,43803,97.6915,11.7474,0.0016552,106.0314,254.2731,14.95593960
SUOMI-100               ,43804U,18099AY,20302.73334412,.00000681,00000-0,66384-4,0,9996,43804,97.6913,11.9944,0.0016643,105.3007,255.0055,14.95579298
AL-FARABI 2             ,43805U,18099AZ,20302.82977959,.00001342,00000-0,12536-3,0,9990,43805,97.6923,12.2124,0.0017029,105.2769,255.0314,14.95730916
2018-099BA              ,43806U,18099BA,20302.48089502,.00000723,00000-0,70362-4,0,9995,43806,97.6899,11.6784,0.0016707,105.5595,254.7471,14.95489048
EUCROPIS                ,43807U,18099BB,20302.75011501,.00000959,00000-0,91231-4,0,9999,43807,97.6948,12.3385,0.0014453,101.6510,258.6334,14.95683328
POLAR SCOUT YUKON       ,43808U,18099BC,20302.79712577,.00000565,00000-0,55773-4,0,9999,43808,97.6946,12.4712,0.0013678,110.0283,250.2412,14.95751726
CENTAURI-1              ,43809U,18099BD,20302.74941453,.00000864,00000-0,82681-4,0,9992,43809,97.6930,12.2644,0.0016806,105.8749,254.4326,14.95640185
2018-099BE              ,43810U,18099BE,20302.76058859,.00000970,00000-0,92343-4,0,9999,43810,97.6826,11.4243,0.0016347,101.5460,258.7586,14.95592417
NEXTSAT-1               ,43811U,18099BF,20302.75448906,.00000861,00000-0,82589-4,0,9995,43811,97.6922,12.2485,0.0014805,103.1446,257.1424,14.95601575
BLACKSKY GLOBAL 2       ,43812U,18099BG,20302.75987567,.00000435,00000-0,44336-4,0,9992,43812,97.6911,12.1134,0.0015128,105.2506,255.0389,14.95571293
BRIO                    ,43813U,18099BH,20302.46716064,.00000832,00000-0,79166-4,0,9993,43813,97.7037,12.9603,0.0015139,96.6197,263.6748,14.95985807
PW-SAT2                 ,43814U,18099BJ,20302.49095350,.00062872,00000-0,28328-2,0,9999,43814,97.7943,26.6550,0.0005231,137.4902,222.6738,15.20793523
FALCONSAT-6             ,43815U,18099BK,20302.76506388,-.00000021,00000-0,32634-5,0,9995,43815,97.6961,11.8118,0.0015876,106.7108,253.5856,14.94900354
SPACEBEE-7              ,43816U,18099BL,20302.72440135,.00000500,00000-0,49853-4,0,9990,43816,97.6959,12.4778,0.0014724,94.0302,266.2602,14.95803551
SPACEBEE-5              ,43817U,18099BM,20302.75115538,.00002298,00000-0,20664-3,0,9994,43817,97.7026,13.1846,0.0014708,94.6886,265.6015,14.96568766
SPACEBEE-6              ,43818U,18099BN,20302.46846621,.00001006,00000-0,94615-4,0,9991,43818,97.6977,12.4366,0.0014699,95.1277,265.1622,14.96037063
EXCITE                  ,43819U,18099BP,20302.78505135,-.00000252,00000-0,-17589-4,0,9998,43819,97.6915,12.1227,0.0014896,104.9982,255.2877,14.95497801
SEAHAWK-1               ,43820U,18099BQ,20302.74567412,.00000647,00000-0,63181-4,0,9997,43820,97.6889,11.8936,0.0014150,98.4081,261.8746,14.95676937
FLOCK 3S-2              ,43821U,18099BR,20302.73901004,.00000622,00000-0,60922-4,0,9999,43821,97.6948,12.3507,0.0015642,104.9878,255.3076,14.95675207
GEO-KOMPSAT-2A          ,43823U,18100A,20302.63502242,-.00000347,00000-0,00000+0,0,9995,43823,0.0217,55.3975,0.0001235,91.4082,247.5079,1.00271757 
GSAT-11                 ,43824U,18100B,20302.74910365,-.00000080,00000-0,00000+0,0,9991,43824,0.0536,267.7002,0.0006145,225.1082,248.4186,1.00272537 
SAUDISAT 5A             ,43831U,18102A,20302.47479008,.00000227,00000-0,18721-4,0,9991,43831,97.5609,16.4175,0.0016103,66.4625,28.1769,15.08115593
SAUDISAT 5B             ,43833U,18102C,20302.47297412,.00000162,00000-0,14366-4,0,9999,43833,97.5607,16.8744,0.0017138,72.6430,21.8114,15.08553642
TOMSAT R3 (AEROCUBE 11B),43849U,18104A,20302.45926049,.00002082,00000-0,87522-4,0,9998,43849,85.0331,87.4513,0.0015596,302.8680,57.1061,15.22649486
SHIELDS 1               ,43850U,18104B,20302.45520139,.00000856,00000-0,36188-4,0,9999,43850,85.0273,87.4115,0.0013005,306.9506,53.0544,15.21504362
ELECTRON KICK STAGE R/B ,43851U,18104C,20302.80972618,.00002966,00000-0,12369-3,0,9990,43851,85.0337,87.0389,0.0014040,291.9995,67.9756,15.23143759
STF-1                   ,43852U,18104D,20302.47149203,.00001932,00000-0,83872-4,0,9990,43852,85.0314,88.0208,0.0013149,323.2062,36.8276,15.21555300
2018-104E               ,43853U,18104E,20302.80418205,.00005049,00000-0,19972-3,0,9991,43853,85.0293,85.9567,0.0014747,289.0951,70.8695,15.25101033
2018-104F               ,43854U,18104F,20302.42155120,.00002734,00000-0,11224-3,0,9994,43854,85.0271,86.3915,0.0015614,288.1007,71.8535,15.23610674
CHOMPTT                 ,43855U,18104G,20302.80937685,.00001951,00000-0,80595-4,0,9999,43855,85.0354,86.9546,0.0015266,282.4823,77.4711,15.23205850
ISX (CP11)              ,43856U,18104H,20302.45346968,.00001682,00000-0,73840-4,0,9995,43856,85.0311,88.2805,0.0013366,329.5966,30.4498,15.21059109
DAVINCI                 ,43857U,18104J,20302.47470117,.00004560,00000-0,18995-3,0,9999,43857,85.0305,87.3043,0.0013959,313.3276,46.6801,15.23345442
2018-104K               ,43858U,18104K,20302.46369021,.00001550,00000-0,66561-4,0,9999,43858,85.0304,87.7180,0.0014525,315.0869,44.9196,15.21731353
2018-104L               ,43859U,18104L,20302.44227786,.00001539,00000-0,66033-4,0,9990,43859,85.0280,87.4669,0.0011508,309.9188,50.1041,15.21783451
SHFT 1 (GOERGEN)        ,43860U,18104M,20302.80297441,.00005587,00000-0,22784-3,0,9998,43860,85.0317,86.8928,0.0010705,299.0688,60.9482,15.24154486
TOMSAT EAGLESCOUT       ,43861U,18104N,20302.80100352,.00002227,00000-0,94409-4,0,9995,43861,85.0411,88.0809,0.0014410,302.0237,57.9605,15.22431613
GSAT-7A                 ,43864U,18105A,20302.50908167,.00000022,00000-0,00000-0,0,9997,43864,0.0329,97.3546,0.0002781,109.1375,76.8889,1.00272075 
COSMOS 2533             ,43867U,18107A,20302.43876949,-.00000043,00000-0,00000-0,0,9990,43867,0.0416,73.8252,0.0000104,238.7546,312.6402,1.00272851 
HONGYUN 1               ,43871U,18108A,20302.75630276,.00000019,00000-0,10000-3,0,9998,43871,99.9126,314.7819,0.0012967,64.2167,296.0279,13.50534793
NAVSTAR 77 (USA 289)    ,43873U,18109A,20302.37202149,.00000040,00000-0,00000-0,0,9993,43873,55.0119,173.4577,0.0009405,202.2472,156.4687,2.00570084 
TJS-3                   ,43874U,18110A,20302.75466465,-.00000356,00000-0,00000+0,0,9991,43874,0.0312,315.0226,0.0000758,359.0038,106.0296,1.00270789 
KANOPUS-V 5             ,43876U,18111A,20302.82319037,.00000234,00000-0,14319-4,0,9991,43876,97.4345,208.9302,0.0001342,82.0534,4.2109,15.19215764
KANOPUS-V 6             ,43877U,18111B,20302.85909576,.00000488,00000-0,26358-4,0,9995,43877,97.4341,209.0040,0.0000858,84.6694,340.6836,15.19214792
ISAT                    ,43879U,18111D,20302.84425801,.00001219,00000-0,11268-3,0,9996,43879,97.6915,208.0549,0.0013501,150.7246,209.4723,14.96347914
UWE-4                   ,43880U,18111E,20302.73584168,.00000388,00000-0,39134-4,0,9997,43880,97.6934,208.2931,0.0012697,154.3492,205.8361,14.96581848
D-STAR ONE (SPARROW)    ,43881U,18111F,20302.24634738,.00000225,00000-0,24760-4,0,9992,43881,97.6950,207.9031,0.0012856,152.1849,208.0062,14.96631087
LEMUR-2-CHRISTINAHOLT   ,43882U,18111G,20302.71595805,.00000388,00000-0,38741-4,0,9990,43882,97.6965,208.7456,0.0012018,150.3481,209.8425,14.97019562
LEMUR-2-TINYKEV         ,43883U,18111H,20302.28903402,.00001328,00000-0,12005-3,0,9998,43883,97.6958,208.3970,0.0012485,153.1443,207.0428,14.97092105
LEMUR-2-REMY-COLTON     ,43884U,18111J,20302.86960361,.00000576,00000-0,54805-4,0,9999,43884,97.6965,209.0742,0.0011311,151.3002,208.8855,14.97198659
LEMUR-2-GUSTAVO         ,43885U,18111K,20302.73944008,.00000737,00000-0,68841-4,0,9990,43885,97.6963,208.9304,0.0011880,150.6766,209.5125,14.97109170
LEMUR-2-ZO              ,43886U,18111L,20302.70125514,.00001457,00000-0,13079-3,0,9993,43886,97.6980,209.0215,0.0012097,147.2897,212.9077,14.97204252
LEMUR-2-NATALIEMURRAY   ,43887U,18111M,20302.71606485,.00000492,00000-0,47408-4,0,9998,43887,97.6984,209.1618,0.0011916,146.4746,213.7233,14.97327754
LEMUR-2-SARAHBETTYBOO   ,43888U,18111N,20302.29144570,.00001260,00000-0,11333-3,0,9995,43888,97.6984,208.8618,0.0012279,147.4591,212.7390,14.97361971
LEMUR-2-DAISY-HARPER    ,43889U,18111P,20302.72607080,.00000322,00000-0,32669-4,0,9998,43889,97.6987,209.3672,0.0011721,146.3422,213.8546,14.97454677
GRUS-1A                 ,43890U,18111Q,20302.72629070,-.00000087,00000-0,-31079-5,0,9998,43890,97.6794,204.6401,0.0003125,185.6294,174.4873,14.92962149
2018-111R               ,43891U,18111R,20302.78539512,.00000310,00000-0,15911-4,0,9999,43891,97.2476,196.9623,0.0027899,43.5591,42.9391,15.23115027
FLOCK 3K-4              ,43893U,18111T,20302.41100867,.00005638,00000-0,21954-3,0,9999,43893,97.2519,198.5601,0.0023925,40.8918,319.4110,15.26108607
