SatNAME,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
STARLINK-1524           ,46047U,20055W,20303.58334491,-.00030135,00000-0,-20562-2,0,9999,46047,52.9998,262.3981,0.0001757,70.3237,82.8309,15.05609260
STARLINK-1527           ,46048U,20055X,20303.58334491,-.00030643,00000-0,-20918-2,0,9999,46048,53.0005,262.4030,0.0001856,63.4569,107.6879,15.05600286
STARLINK-1530           ,46049U,20055Y,20303.58334491,-.00031655,00000-0,-21617-2,0,9991,46049,53.0005,262.3991,0.0001655,67.0642,122.0991,15.05603159
STARLINK-1535           ,46050U,20055Z,20303.58334491,-.00031696,00000-0,-21648-2,0,9992,46050,52.9852,262.4907,0.0001867,59.7562,345.3631,15.05598182
STARLINK-1540           ,46051U,20055AA,20303.58334491,-.00032973,00000-0,-22531-2,0,9994,46051,53.0145,262.3348,0.0001774,59.1138,310.0099,15.05600707
STARLINK-1541           ,46052U,20055AB,20303.58334491,-.00042642,00000-0,-29220-2,0,9991,46052,52.9981,262.4075,0.0001849,60.6892,20.4905,15.05617795
STARLINK-1543           ,46053U,20055AC,20303.58334491,-.00030985,00000-0,-21156-2,0,9999,46053,52.9999,262.4081,0.0001900,59.2196,3.9128,15.05597729
STARLINK-1548           ,46054U,20055AD,20303.58334491,-.00032464,00000-0,-22185-2,0,9997,46054,52.9828,262.5065,0.0001941,62.1145,325.0346,15.05588860
STARLINK-1554           ,46055U,20055AE,20303.58334491,-.00029900,00000-0,-20406-2,0,9993,46055,52.9996,262.4083,0.0001955,59.2982,39.8125,15.05596002
STARLINK-1561           ,46056U,20055AF,20303.58334491,-.00033634,00000-0,-22995-2,0,9998,46056,53.0014,262.4014,0.0001568,65.5214,285.6520,15.05589850
STARLINK-1562           ,46057U,20055AG,20303.58334491,-.00033936,00000-0,-23200-2,0,9994,46057,53.0022,262.3995,0.0001413,68.9363,264.1816,15.05596703
STARLINK-1564           ,46058U,20055AH,20303.83335648,.00027970,00000-0,19325-2,0,9990,46058,53.0008,261.2750,0.0001779,50.3869,144.6795,15.05554742
STARLINK-1570           ,46059U,20055AJ,20303.58334491,-.00033230,00000-0,-22715-2,0,9993,46059,53.0004,262.3980,0.0001553,59.3868,183.7623,15.05590252
STARLINK-1572           ,46060U,20055AK,20303.58334491,-.00033594,00000-0,-22962-2,0,9992,46060,52.9999,262.3980,0.0001716,62.3340,198.8388,15.05598806
STARLINK-1573           ,46061U,20055AL,20303.58334491,-.00038426,00000-0,-26302-2,0,9994,46061,53.0007,262.3988,0.0001999,45.8091,251.4074,15.05609643
STARLINK-1574           ,46062U,20055AM,20303.58334491,-.00029903,00000-0,-20415-2,0,9994,46062,53.0015,262.4010,0.0001725,56.1896,61.0254,15.05584281
STARLINK-1577           ,46063U,20055AN,20303.58334491,-.00029839,00000-0,-20361-2,0,9993,46063,53.0001,262.4015,0.0001968,60.3129,74.8351,15.05601925
STARLINK-1583           ,46064U,20055AP,20303.58334491,-.00034263,00000-0,-23430-2,0,9991,46064,52.9996,262.3991,0.0001703,61.2229,253.9360,15.05590951
STARLINK-1515           ,46065U,20055AQ,20303.58334491,-.01083802,00000-0,-29479-1,0,9994,46065,52.9982,244.1740,0.0001187,69.7079,306.7128,15.39667367
STARLINK-1525           ,46066U,20055AR,20303.83335648,-.01080674,00000-0,-31042-1,0,9991,46066,52.9958,242.9396,0.0001200,68.2207,256.5453,15.38003624
STARLINK-1529           ,46067U,20055AS,20303.58334491,-.00255538,00000-0,-67407-2,0,9996,46067,53.0005,244.9379,0.0001291,72.7025,333.6172,15.38950845
STARLINK-1532           ,46068U,20055AT,20303.58334491,-.01080442,00000-0,-31338-1,0,9991,46068,52.9992,244.2248,0.0001138,83.4479,249.9905,15.37707002
STARLINK-1533           ,46069U,20055AU,20303.83335648,-.00902350,00000-0,-24615-1,0,9995,46069,53.0008,242.9644,0.0001237,100.5679,269.1037,15.39524792
STARLINK-1536           ,46070U,20055AV,20303.83335648,-.01083106,00000-0,-29338-1,0,9994,46070,53.0007,243.0527,0.0001128,86.7601,271.2982,15.39791387
STARLINK-1538           ,46071U,20055AW,20303.58334491,-.01082178,00000-0,-30335-1,0,9999,46071,53.0002,244.1345,0.0001150,81.6355,306.8798,15.38751575
STARLINK-1539           ,46072U,20055AX,20303.58334491,-.01080998,00000-0,-31542-1,0,9999,46072,52.9968,244.2628,0.0001291,119.5881,204.5470,15.37524522
STARLINK-1542           ,46073U,20055AY,20303.58334491,-.01111471,00000-0,-29517-1,0,9990,46073,52.9987,244.1397,0.0001198,77.9089,348.3743,15.40455093
STARLINK-1549           ,46074U,20055AZ,20303.58334491,-.01083793,00000-0,-29240-1,0,9999,46074,53.0008,244.1558,0.0001249,66.8714,352.5483,15.39912241
STARLINK-1551           ,46075U,20055BA,20303.83335648,-.01082856,00000-0,-29502-1,0,9993,46075,53.0008,243.0366,0.0001129,85.2296,264.0580,15.39615573
STARLINK-1552           ,46076U,20055BB,20303.83335648,-.01079907,00000-0,-31559-1,0,9992,46076,52.9985,243.0239,0.0001378,121.5803,175.2556,15.37473811
STARLINK-1559           ,46077U,20055BC,20303.58334491,-.01083550,00000-0,-29303-1,0,9993,46077,52.9996,244.1907,0.0001123,93.6000,291.5917,15.39840829
STARLINK-1563           ,46078U,20055BD,20303.83335648,-.01050348,00000-0,-28418-1,0,9992,46078,53.0005,242.9577,0.0001161,94.6522,276.7792,15.39745564
STARLINK-1566           ,46079U,20055BE,20303.83335648,-.00629570,00000-0,-17066-1,0,9998,46079,53.0006,242.9738,0.0001256,87.0494,280.8431,15.39249554
STARLINK-1568           ,46080U,20055BF,20303.83335648,-.01082751,00000-0,-29670-1,0,9999,46080,52.9995,243.0192,0.0001150,77.3228,263.1571,15.39440669
STARLINK-1571           ,46081U,20055BG,20303.58334491,-.01081269,00000-0,-30837-1,0,9997,46081,52.9997,244.1589,0.0001126,93.1283,268.0977,15.38224549
STARLINK-1578           ,46082U,20055BH,20303.58334491,-.01084732,00000-0,-28663-1,0,9990,46082,52.9991,244.2209,0.0001206,75.8040,343.9283,15.40540164
STARLINK-1579           ,46083U,20055BJ,20303.58334491,-.01080709,00000-0,-31162-1,0,9999,46083,52.9998,244.2083,0.0001127,87.9025,254.8129,15.37887461
GLOBAL-7                ,46088U,20055BP,20303.15358743,.00008814,00000-0,14110-3,0,9993,46088,53.0066,249.5415,0.0002681,347.0252,13.0688,15.53986719
GLOBAL-8                ,46089U,20055BQ,20303.57416149,.00007967,00000-0,12840-3,0,9991,46089,53.0067,247.9068,0.0002992,75.9145,284.2197,15.53953503
BSAT-4B                 ,46112U,20056A,20303.58105075,-.00000349,00000-0,00000-0,0,9993,46112,0.0921,102.4091,0.0002913,68.3019,186.6112,1.00272175 
MEV-2                   ,46113U,20056B,20303.81012728,-.00000075,00000-0,00000+0,0,9997,46113,2.1079,114.7119,0.4327631,193.9081,81.2084,1.35868019 
GALAXY 30               ,46114U,20056C,20303.51842644,-.00000180,00000-0,00000-0,0,9991,46114,0.0179,252.0314,0.0002261,355.0781,62.4096,1.00272300 
STARLINK-1585           ,46117U,20057A,20303.58334491,-.01096760,00000-0,-14772-1,0,9991,46117,52.9992,86.8171,0.0007708,343.1135,147.0901,15.59760879
STARLINK-1588           ,46118U,20057B,20303.83335648,.00025553,00000-0,17665-2,0,9999,46118,53.0000,101.2860,0.0001444,83.3191,308.7367,15.05581646
STARLINK-1593           ,46119U,20057C,20303.75002315,-.00010125,00000-0,-67650-3,0,9994,46119,53.0010,101.6558,0.0001555,82.3444,271.8433,15.05591660
STARLINK-1601           ,46120U,20057D,20303.75002315,-.00012597,00000-0,-84706-3,0,9992,46120,53.0020,101.6567,0.0001720,82.3207,1.8595,15.05572956
STARLINK-1602           ,46121U,20057E,20303.58334491,-.01110302,00000-0,-15543-1,0,9992,46121,52.9976,86.8517,0.0006481,340.3615,138.4726,15.58804994
STARLINK-1604           ,46122U,20057F,20303.75002315,.00035710,00000-0,39410-3,0,9996,46122,52.9992,86.6754,0.0006076,6.5247,14.3275,15.62735623
STARLINK-1605           ,46123U,20057G,20303.75002315,.00033511,00000-0,37019-3,0,9997,46123,52.9991,86.6668,0.0007453,18.5438,7.3769,15.62732428
STARLINK-1614           ,46124U,20057H,20303.75002315,-.00043215,00000-0,-46683-3,0,9999,46124,52.9987,86.6692,0.0007737,358.0054,25.3340,15.62804330
STARLINK-1618           ,46125U,20057J,20303.58334491,-.00030830,00000-0,-21037-2,0,9998,46125,53.0000,102.4015,0.0001471,92.7835,59.3833,15.05619799
STARLINK-1619           ,46126U,20057K,20303.58334491,-.00024528,00000-0,-16683-2,0,9997,46126,52.9998,102.4017,0.0001759,104.5524,101.6123,15.05617915
STARLINK-1621           ,46127U,20057L,20303.83335648,-.01098398,00000-0,-14165-1,0,9990,46127,52.9958,86.3193,0.0007045,346.0923,127.0623,15.60898986
STARLINK-1622           ,46128U,20057M,20303.75002315,.00037787,00000-0,41673-3,0,9992,46128,52.9995,85.9487,0.0004048,8.2132,0.3386,15.62737136
STARLINK-1623           ,46129U,20057N,20303.75002315,-.00048553,00000-0,-52547-3,0,9990,46129,52.9993,86.6787,0.0008293,349.6161,28.6371,15.62802343
STARLINK-1624           ,46130U,20057P,20303.75002315,.00036845,00000-0,40672-3,0,9997,46130,52.9993,86.6600,0.0004503,9.3996,20.2455,15.62723423
STARLINK-1625           ,46131U,20057Q,20303.75002315,-.01097915,00000-0,-15497-1,0,9991,46131,53.0001,86.0447,0.0003189,7.3446,329.6167,15.58600672
STARLINK-1630           ,46132U,20057R,20303.75002315,-.00013195,00000-0,-88838-3,0,9990,46132,53.0009,101.6550,0.0001421,79.1414,347.0183,15.05569752
STARLINK-1637           ,46133U,20057S,20303.83335648,.00053277,00000-0,58358-3,0,9995,46133,53.0015,85.5292,0.0008629,327.7615,152.4299,15.62724577
STARLINK-1638           ,46134U,20057T,20303.83335648,-.00009131,00000-0,-93734-4,0,9996,46134,52.9991,86.2957,0.0007089,5.2542,113.2274,15.62767571
STARLINK-1639           ,46135U,20057U,20303.58334491,-.00000781,00000-0,-26655-5,0,9995,46135,53.0001,87.4754,0.0002433,25.1592,144.9794,15.62790114
STARLINK-1643           ,46136U,20057V,20303.83335648,-.00911759,00000-0,-66262-1,0,9999,46136,52.9991,91.2917,0.0001445,72.7513,76.7491,15.06346633
STARLINK-1586           ,46137U,20057W,20303.58334491,-.01097567,00000-0,-14983-1,0,9993,46137,52.9961,86.8416,0.0009815,333.5268,152.3113,15.59375638
STARLINK-1590           ,46138U,20057X,20303.75002315,-.00006854,00000-0,-45154-3,0,9994,46138,53.0017,101.6553,0.0001839,98.8827,219.3196,15.05589580
STARLINK-1592           ,46139U,20057Y,20303.75002315,-.00010530,00000-0,-70445-3,0,9992,46139,53.0019,101.6563,0.0001592,80.8548,39.3013,15.05588272
STARLINK-1594           ,46140U,20057Z,20303.75002315,.00036607,00000-0,40338-3,0,9993,46140,52.9992,86.6734,0.0008748,359.6757,19.8826,15.62739712
STARLINK-1596           ,46141U,20057AA,20303.75002315,-.00068047,00000-0,-74128-3,0,9993,46141,52.9983,86.6579,0.0006480,7.8565,19.3413,15.62797820
STARLINK-1597           ,46142U,20057AB,20303.75002315,-.00004905,00000-0,-31774-3,0,9997,46142,52.9776,101.7808,0.0001537,87.6275,122.5637,15.05574314
STARLINK-1599           ,46143U,20057AC,20303.58334491,-.01041811,00000-0,-13906-1,0,9995,46143,52.9997,86.8124,0.0005491,253.6451,238.8805,15.59899091
STARLINK-1606           ,46144U,20057AD,20303.75002315,-.01080396,00000-0,-14577-1,0,9998,46144,53.0004,86.0022,0.0002882,306.8467,44.1723,15.59740735
STARLINK-1607           ,46145U,20057AE,20303.83335648,-.00198681,00000-0,-22114-2,0,9999,46145,52.9994,86.3031,0.0004185,9.9772,102.0764,15.62805874
STARLINK-1608           ,46146U,20057AF,20303.75002315,-.00007901,00000-0,-52370-3,0,9995,46146,53.0002,101.6541,0.0001520,84.6218,71.5395,15.05579168
STARLINK-1611           ,46147U,20057AG,20303.75002315,-.00003767,00000-0,-23941-3,0,9994,46147,52.9982,101.6670,0.0001852,89.7436,156.4612,15.05591032
STARLINK-1616           ,46148U,20057AH,20303.75002315,-.01062476,00000-0,-15267-1,0,9998,46148,52.9963,86.0451,0.0002882,233.1765,92.4746,15.58048598
STARLINK-1620           ,46149U,20057AJ,20303.75002315,-.01097641,00000-0,-14258-1,0,9990,46149,52.9977,85.9825,0.0007173,335.8833,25.2353,15.60708897
STARLINK-1629           ,46150U,20057AK,20303.58334491,-.00037618,00000-0,-25751-2,0,9994,46150,53.0106,102.3552,0.0001424,93.6204,256.6273,15.05598195
STARLINK-1631           ,46151U,20057AL,20303.75002315,-.01089969,00000-0,-17840-1,0,9997,46151,52.9959,85.3045,0.0001113,86.5141,215.4118,15.54653235
STARLINK-1634           ,46152U,20057AM,20303.75002315,-.00011227,00000-0,-75237-3,0,9995,46152,53.0001,101.6535,0.0001544,84.5800,287.5656,15.05587886
STARLINK-1636           ,46153U,20057AN,20303.75002315,-.01069369,00000-0,-18060-1,0,9996,46153,52.9982,85.3694,0.0003615,232.8451,46.9695,15.53726770
STARLINK-1642           ,46154U,20057AP,20303.75002315,-.00000777,00000-0,-34141-4,0,9995,46154,52.9996,91.6497,0.0001765,85.7553,44.3844,15.05583882
STARLINK-1667           ,46155U,20057AQ,20303.58334491,-.00046035,00000-0,-49852-3,0,9991,46155,53.0006,86.7282,0.0002457,24.0178,149.1102,15.62811784
STARLINK-1545           ,46156U,20057AR,20303.83335648,-.01124091,00000-0,-15217-1,0,9991,46156,52.9976,85.5908,0.0002868,334.1946,127.2394,15.59758309
STARLINK-1587           ,46157U,20057AS,20303.83335648,.00081671,00000-0,88913-3,0,9990,46157,52.9984,85.5427,0.0006591,353.0241,132.2732,15.62721754
STARLINK-1589           ,46158U,20057AT,20303.75002315,.00037285,00000-0,41129-3,0,9994,46158,52.9989,86.6792,0.0002668,19.8823,357.1274,15.62742542
STARLINK-1595           ,46159U,20057AU,20303.75002315,-.00005305,00000-0,-34524-3,0,9996,46159,52.9947,101.6883,0.0001516,77.2378,204.8537,15.05572340
STARLINK-1598           ,46160U,20057AV,20303.83335648,-.01118443,00000-0,-15592-1,0,9996,46160,53.0000,85.6151,0.0002074,231.3179,221.0929,15.58986359
STARLINK-1600           ,46161U,20057AW,20303.75002315,-.00988878,00000-0,-13195-1,0,9993,46161,52.9979,85.9765,0.0001795,283.6202,73.3298,15.60236561
STARLINK-1603           ,46162U,20057AX,20303.75002315,-.01101782,00000-0,-14643-1,0,9995,46162,52.9972,85.9901,0.0006575,309.1500,46.0829,15.60136404
STARLINK-1610           ,46163U,20057AY,20303.58334491,-.00042354,00000-0,-45809-3,0,9998,46163,52.9987,86.7727,0.0002461,19.9467,134.1171,15.62805285
STARLINK-1612           ,46164U,20057AZ,20303.58334491,-.00001105,00000-0,-61796-5,0,9993,46164,52.9999,86.7692,0.0004412,14.4874,140.8503,15.62760816
STARLINK-1613           ,46165U,20057BA,20303.75002315,-.00012854,00000-0,-86464-3,0,9990,46165,52.9998,101.6571,0.0001389,73.1483,334.9980,15.05580359
STARLINK-1615           ,46166U,20057BB,20303.75002315,-.00005498,00000-0,-35846-3,0,9995,46166,53.0177,101.5631,0.0001422,91.0119,101.0539,15.05577973
STARLINK-1626           ,46167U,20057BC,20303.75002315,-.00011666,00000-0,-78256-3,0,9992,46167,53.0007,101.6549,0.0001799,90.2260,11.9240,15.05590372
STARLINK-1627           ,46168U,20057BD,20303.58334491,-.00002251,00000-0,-18681-4,0,9994,46168,52.9983,87.4802,0.0003990,12.6151,151.2137,15.62781311
STARLINK-1628           ,46169U,20057BE,20303.75002315,-.00009276,00000-0,-61799-3,0,9992,46169,53.0017,101.6554,0.0001691,86.9756,51.2325,15.05595219
STARLINK-1632           ,46170U,20057BF,20303.75002315,.00036094,00000-0,39856-3,0,9999,46170,52.9986,86.6708,0.0002915,21.7361,2.9118,15.62730883
STARLINK-1633           ,46171U,20057BG,20303.58334491,-.01097857,00000-0,-15449-1,0,9991,46171,52.9994,86.8593,0.0005554,353.5036,119.2602,15.58652083
STARLINK-1635           ,46172U,20057BH,20303.75002315,-.01095225,00000-0,-16572-1,0,9993,46172,52.9990,86.0445,0.0002813,11.4041,327.1683,15.56760126
STARLINK-1640           ,46173U,20057BJ,20303.58334491,-.00036606,00000-0,-25059-2,0,9996,46173,52.9990,102.4108,0.0001433,79.0549,1.2524,15.05583358
STARLINK-1641           ,46174U,20057BK,20303.75002315,-.00004326,00000-0,-27783-3,0,9994,46174,52.9805,101.7605,0.0001471,84.4206,143.6993,15.05586242
SKYSAT-C17              ,46179U,20057BQ,20303.57398044,.00021321,00000-0,16289-3,0,9997,46179,53.0003,83.3401,0.0009745,186.8793,173.2091,15.72111124
SKYSAT-C18              ,46180U,20057BR,20303.57376520,.00011496,00000-0,12442-3,0,9993,46180,52.9956,80.3513,0.0008714,276.0851,83.9169,15.64097406
2020-058A               ,46232U,20058A,20303.86282750,-.00000073,00000-0,00000+0,0,9998,46232,97.4957,351.3629,0.0016015,34.4691,51.4701,15.23467714
2020-058B               ,46233U,20058B,20303.85758206,.00000562,00000-0,26045-4,0,9996,46233,97.4950,351.3787,0.0017440,37.8113,77.2569,15.24102611
2020-058C               ,46234U,20058C,20303.85645793,.00000948,00000-0,41848-4,0,9999,46234,97.4954,351.3805,0.0017747,38.1919,76.9339,15.24150580
SKYSAT-C19              ,46235U,20057BS,20303.57300065,.00019816,00000-0,15551-3,0,9993,46235,52.9991,82.5804,0.0002518,110.7212,249.4074,15.71575670
SAOCOM 1B               ,46265U,20059A,20303.47983064,.00004672,00000-0,55845-3,0,9997,46265,97.8846,126.7589,0.0001618,107.7340,252.2345,14.84663263
GNOMES-1                ,46266U,20059B,20303.53198922,.00000265,00000-0,34954-4,0,9999,46266,97.8842,127.0225,0.0004398,322.9829,37.1083,14.87906438
TYVAK-0172              ,46267U,20059C,20303.78958625,.00000420,00000-0,51500-4,0,9990,46267,97.8714,127.2098,0.0005645,326.1544,33.9311,14.88197693
RLFL14                  ,46268U,20060A,20303.31392581,.00000659,00000-0,55701-4,0,9996,46268,45.1049,17.3796,0.0012981,244.7875,115.1653,15.09613098
CAPELLA-2               ,46269U,20060B,20303.52071970,.00003663,00000-0,23972-3,0,9998,46269,45.1025,16.3949,0.0011582,250.5975,109.3652,15.09531021
NUSAT-6 (HYPATIA)       ,46272U,20061A,20303.79343159,.00082513,00000-0,37755-2,0,9997,46272,97.4090,15.8756,0.0009477,21.9131,338.2518,15.20135925
ESAIL                   ,46273U,20061B,20303.87330926,.00000920,00000-0,52421-4,0,9996,46273,97.4629,15.9533,0.0007463,46.0064,314.1782,15.15216904
ION-MK01                ,46274U,20061C,20303.47560401,.00000636,00000-0,37304-4,0,9993,46274,97.4632,15.5677,0.0007381,47.9508,312.2351,15.15222435
ATHENA                  ,46275U,20061D,20303.44755550,.00000540,00000-0,31546-4,0,9998,46275,97.4588,15.5739,0.0002796,82.6187,277.5363,15.15999711
UPMSAT-2                ,46276U,20061E,20303.44442095,.00000780,00000-0,43897-4,0,9994,46276,97.4589,15.5791,0.0003019,88.1043,272.0536,15.16094144
NEMO-HD                 ,46277U,20061F,20303.79981167,.00000688,00000-0,39136-4,0,9999,46277,97.4587,15.9300,0.0003182,87.3889,56.9025,15.16113798
GHGSAT-C1               ,46278U,20061G,20303.56605731,.00000895,00000-0,49486-4,0,9994,46278,97.4594,15.7229,0.0003298,121.1547,239.0009,15.16377055
SIMBA                   ,46279U,20061H,20303.48074861,.00001280,00000-0,83082-4,0,9999,46279,97.5142,15.5254,0.0005259,141.0780,219.0828,15.09798836
TRISAT                  ,46280U,20061J,20303.47914186,.00000954,00000-0,62882-4,0,9995,46280,97.5140,15.5266,0.0004987,138.3555,221.8055,15.09827111
PICASSO-BEL             ,46281U,20061K,20303.47705125,.00001617,00000-0,10366-3,0,9993,46281,97.5138,15.5266,0.0005037,137.8004,222.3614,15.09913349
FLOCK 4V-9              ,46282U,20061L,20303.21148003,.00000816,00000-0,54213-4,0,9992,46282,97.5139,15.2696,0.0004662,137.9692,222.1896,15.09890776
FLOCK 4V-12             ,46283U,20061M,20303.47549346,.00001035,00000-0,67679-4,0,9990,46283,97.5142,15.5321,0.0004760,137.0934,223.0667,15.09931434
DIDO 3                  ,46284U,20061N,20303.47541291,.00000997,00000-0,65372-4,0,9996,46284,97.5136,15.5292,0.0004756,134.5751,225.5867,15.09932160
FLOCK 4V-11             ,46285U,20061P,20303.47495624,.00000734,00000-0,49132-4,0,9990,46285,97.5142,15.5341,0.0004700,135.0634,225.0976,15.09933109
FLOCK 4V-14             ,46286U,20061Q,20303.47436818,.00000755,00000-0,50396-4,0,9998,46286,97.5143,15.5343,0.0004646,134.6450,225.5159,15.09950756
AMICALSAT               ,46287U,20061R,20303.47279746,.00000991,00000-0,64828-4,0,9991,46287,97.5140,15.5356,0.0003451,144.8858,215.2600,15.10003655
FLOCK 4V-8              ,46288U,20061S,20303.20762917,.00000833,00000-0,55135-4,0,9996,46288,97.5142,15.2756,0.0003458,141.7229,218.4247,15.09996163
FLOCK 4V-6              ,46289U,20061T,20303.47129567,.00000686,00000-0,46013-4,0,9995,46289,97.5142,15.5385,0.0003523,138.6034,221.5463,15.10032775
FLOCK 4V-5              ,46290U,20061U,20303.47080082,.00000661,00000-0,44477-4,0,9990,46290,97.5141,15.5377,0.0003448,138.4079,221.7413,15.10045246
FLOCK 4V-7              ,46291U,20061V,20303.47058760,.00000679,00000-0,45573-4,0,9996,46291,97.5144,15.5397,0.0003343,138.5632,221.5852,15.10051629
3CAT-5A                 ,46292U,20061W,20303.19856799,.00000386,00000-0,27460-4,0,9994,46292,97.5139,15.2865,0.0004917,114.3215,245.8528,15.10231143
3CAT-5B                 ,46293U,20061X,20303.46132509,.00000458,00000-0,31822-4,0,9998,46293,97.5138,15.5481,0.0004895,111.1271,249.0482,15.10297474
TYVAK-0088              ,46294U,20061Y,20303.46030959,.00000930,00000-0,60546-4,0,9995,46294,97.5141,15.5515,0.0004713,112.6437,247.5292,15.10346723
TYVAK-0171              ,46295U,20061Z,20303.45945941,.00001466,00000-0,93104-4,0,9992,46295,97.5141,15.5521,0.0004967,115.0355,245.1390,15.10391579
FLOCK 4V-10             ,46296U,20061AA,20303.45423329,.00000409,00000-0,28656-4,0,9990,46296,97.5145,15.5623,0.0002390,100.7165,259.4334,15.10486950
FLOCK 4V-13             ,46297U,20061AB,20303.45304231,.00000370,00000-0,26240-4,0,9995,46297,97.5143,15.5631,0.0002406,98.2349,261.9153,15.10514892
LEMUR-2-ETHANOAKES      ,46298U,20061AC,20303.44983172,.00001979,00000-0,12337-3,0,9999,46298,97.5149,15.5685,0.0002646,101.4528,258.6999,15.10676554
LEMUR-2-OSCARLATOR      ,46299U,20061AD,20303.44949636,.00001851,00000-0,11566-3,0,9999,46299,97.5152,15.5708,0.0002561,101.3254,258.8264,15.10681006
SPACEBEE-21             ,46300U,20061AE,20303.44613978,.00002354,00000-0,14560-3,0,9995,46300,97.5150,15.5738,0.0002409,97.7412,262.4091,15.10791184
SPACEBEE-20             ,46301U,20061AF,20303.44588070,.00002224,00000-0,13777-3,0,9995,46301,97.5153,15.5750,0.0002358,96.8741,263.2757,15.10798839
SPACEBEE-15             ,46302U,20061AG,20303.44542720,.00002435,00000-0,15038-3,0,9994,46302,97.5149,15.5735,0.0002211,98.3989,261.7491,15.10820547
SPACEBEE-19             ,46303U,20061AH,20303.44560553,.00002333,00000-0,14430-3,0,9991,46303,97.5151,15.5748,0.0002329,97.0767,263.0728,15.10807855
SPACEBEE-18             ,46304U,20061AJ,20303.31306150,.00002435,00000-0,15040-3,0,9990,46304,97.5151,15.4448,0.0002314,96.6177,263.5316,15.10810298
SPACEBEE-10             ,46305U,20061AK,20303.24616682,.00002984,00000-0,18323-3,0,9993,46305,97.5150,15.3797,0.0002212,100.4754,259.6726,15.10851605
SPACEBEE-17             ,46306U,20061AL,20303.44520584,.00002380,00000-0,14704-3,0,9990,46306,97.5151,15.5757,0.0002293,97.0051,263.1440,15.10824415
SPACEBEE-11             ,46307U,20061AM,20302.84881258,.00002749,00000-0,16917-3,0,9999,46307,97.5150,14.9899,0.0002341,99.2511,260.8984,15.10842785
SPACEBEE-16             ,46308U,20061AN,20303.24639912,.00002622,00000-0,16160-3,0,9993,46308,97.5153,15.3813,0.0002269,96.3615,263.7873,15.10828630
SPACEBEE-12             ,46309U,20061AP,20303.44488586,.00002829,00000-0,17399-3,0,9999,46309,97.5150,15.5753,0.0002268,97.7332,262.4155,15.10842469
SPACEBEE-13             ,46310U,20061AQ,20303.18004797,.00002693,00000-0,16582-3,0,9992,46310,97.5151,15.3159,0.0002254,97.0286,263.1200,15.10835002
SPACEBEE-14             ,46311U,20061AR,20303.31231298,.00002642,00000-0,16275-3,0,9999,46311,97.5152,15.4464,0.0002259,96.9438,263.2049,15.10840057
TTU100                  ,46312U,20061AS,20303.59683525,.00001104,00000-0,70052-4,0,9990,46312,97.5143,15.7345,0.0004845,82.8221,54.0507,15.10916627
FLOCK 4V-1              ,46313U,20061AT,20303.44115073,.00001510,00000-0,94560-4,0,9994,46313,97.5144,15.5784,0.0004682,84.7248,275.4516,15.10869976
FLOCK 4V-4              ,46314U,20061AU,20303.17366338,.00000690,00000-0,45198-4,0,9998,46314,97.5143,15.3207,0.0004845,82.1978,277.9801,15.10913769
LEMUR-2-SCHMIDTFALL     ,46315U,20061AV,20303.17165391,.00002354,00000-0,14463-3,0,9994,46315,97.5154,15.3288,0.0003663,77.8948,282.2692,15.11033138
LEMUR-2-DJUPROERA       ,46316U,20061AW,20303.43569420,.00002531,00000-0,15512-3,0,9998,46316,97.5150,15.5876,0.0003807,76.7906,283.3748,15.11059200
LEMUR-2-SQUAREJAWS      ,46317U,20061AX,20303.30305129,.00002481,00000-0,15209-3,0,9996,46317,97.5151,15.4585,0.0003734,76.1051,284.0594,15.11062465
LEMUR-2-URSA-AVION      ,46318U,20061AY,20303.23553827,.00002422,00000-0,14849-3,0,9993,46318,97.5151,15.3949,0.0003782,73.5371,286.6274,15.11092661
KEPLER-2 (TARS)         ,46319U,20061AZ,20303.16990294,.00000984,00000-0,62684-4,0,9991,46319,97.5145,15.3277,0.0004019,68.2821,291.8836,15.11025572
NAPA-1                  ,46320U,20061BA,20303.78061642,.00000216,00000-0,16667-4,0,9995,46320,97.5147,15.9327,0.0004161,60.7675,35.5366,15.11088707
FLOCK 4V-2              ,46321U,20061BB,20303.44147729,.00000655,00000-0,43218-4,0,9999,46321,97.5145,15.5792,0.0004724,84.5608,275.6161,15.10834738
FLOCK 4V-3              ,46322U,20061BC,20303.43959787,.00001804,00000-0,11211-3,0,9998,46322,97.5145,15.5798,0.0004691,82.5531,277.6232,15.10913668
STARLINK-1734           ,46325U,20062A,20303.58334491,-.01095935,00000-0,-15330-1,0,9992,46325,53.0014,146.5419,0.0001239,75.2032,159.0495,15.58850814
STARLINK-1654           ,46326U,20062B,20303.83335648,-.00028798,00000-0,-19635-2,0,9991,46326,53.0025,161.2704,0.0001474,83.0360,320.5951,15.05614699
STARLINK-1673           ,46327U,20062C,20303.83335648,-.00026528,00000-0,-18083-2,0,9997,46327,52.9931,161.3218,0.0001460,63.3351,88.3269,15.05580116
STARLINK-1686           ,46328U,20062D,20303.83335648,.00000102,00000-0,69617-5,0,9998,46328,52.9989,153.5262,0.0002508,19.8362,179.7968,15.62751731
STARLINK-1695           ,46329U,20062E,20303.58334491,.00033272,00000-0,36802-3,0,9998,46329,52.9993,154.0056,0.0001835,34.9891,198.9863,15.62730853
